season,home_team_goal,away_team_goal,home_name,away_name
2012/2013,1,1,Podbeskidzie Bielsko-Biała,Zagłębie Lubin
2012/2013,1,2,Ruch Chorzów,Piast Gliwice
2012/2013,1,0,Śląsk Wrocław,Pogoń Szczecin
2012/2013,3,0,Widzew Łódź,Jagiellonia Białystok
2012/2013,0,3,Jagiellonia Białystok,Legia Warszawa
2012/2013,4,0,Lech Poznań,Widzew Łódź
2012/2013,4,4,Lechia Gdańsk,Ruch Chorzów
2012/2013,3,2,Piast Gliwice,Śląsk Wrocław
2012/2013,0,1,Pogoń Szczecin,GKS Bełchatów
2012/2013,2,1,P. Warszawa,Podbeskidzie Bielsko-Biała
2012/2013,3,0,Wisła Kraków,Korona Kielce
2012/2013,1,2,Zagłębie Lubin,Polonia Bytom
2012/2013,3,2,GKS Bełchatów,Zagłębie Lubin
2012/2013,0,4,Polonia Bytom,P. Warszawa
2012/2013,5,0,Korona Kielce,Jagiellonia Białystok
2012/2013,1,0,Legia Warszawa,Lech Poznań
2012/2013,1,2,Podbeskidzie Bielsko-Biała,Piast Gliwice
2012/2013,2,3,Ruch Chorzów,Pogoń Szczecin
2012/2013,3,0,Śląsk Wrocław,Wisła Kraków
2012/2013,1,2,Widzew Łódź,Lechia Gdańsk
2012/2013,0,3,Jagiellonia Białystok,Śląsk Wrocław
2012/2013,0,2,Lech Poznań,Podbeskidzie Bielsko-Biała
2012/2013,1,1,Lechia Gdańsk,GKS Bełchatów
2012/2013,1,1,Piast Gliwice,Korona Kielce
2012/2013,1,0,Pogoń Szczecin,Polonia Bytom
2012/2013,1,1,Widzew Łódź,Legia Warszawa
2012/2013,1,1,Wisła Kraków,Ruch Chorzów
2012/2013,0,0,Zagłębie Lubin,P. Warszawa
2012/2013,1,1,GKS Bełchatów,Jagiellonia Białystok
2012/2013,0,1,Polonia Bytom,Wisła Kraków
2012/2013,0,0,Korona Kielce,Widzew Łódź
2012/2013,2,1,Podbeskidzie Bielsko-Biała,Pogoń Szczecin
2012/2013,1,1,P. Warszawa,Piast Gliwice
2012/2013,0,0,Ruch Chorzów,Legia Warszawa
2012/2013,1,1,Śląsk Wrocław,Lech Poznań
2012/2013,0,3,Zagłębie Lubin,Lechia Gdańsk
2012/2013,0,0,Jagiellonia Białystok,Zagłębie Lubin
2012/2013,0,1,Korona Kielce,Lechia Gdańsk
2012/2013,0,0,Lech Poznań,Polonia Bytom
2012/2013,3,1,Legia Warszawa,Podbeskidzie Bielsko-Biała
2012/2013,1,0,Piast Gliwice,Pogoń Szczecin
2012/2013,1,0,Śląsk Wrocław,Ruch Chorzów
2012/2013,1,0,Widzew Łódź,GKS Bełchatów
2012/2013,1,3,Wisła Kraków,P. Warszawa
2012/2013,1,0,Jagiellonia Białystok,Ruch Chorzów
2012/2013,2,0,Lech Poznań,Korona Kielce
2012/2013,0,2,Lechia Gdańsk,Polonia Bytom
2012/2013,5,0,Legia Warszawa,Śląsk Wrocław
2012/2013,2,3,Piast Gliwice,GKS Bełchatów
2012/2013,3,1,Pogoń Szczecin,P. Warszawa
2012/2013,1,2,Widzew Łódź,Podbeskidzie Bielsko-Biała
2012/2013,0,1,Wisła Kraków,Zagłębie Lubin
2012/2013,0,1,GKS Bełchatów,Lech Poznań
2012/2013,2,2,Polonia Bytom,Legia Warszawa
2012/2013,1,2,Lechia Gdańsk,Piast Gliwice
2012/2013,1,1,Podbeskidzie Bielsko-Biała,Śląsk Wrocław
2012/2013,2,0,Pogoń Szczecin,Wisła Kraków
2012/2013,1,1,P. Warszawa,Jagiellonia Białystok
2012/2013,1,1,Ruch Chorzów,Korona Kielce
2012/2013,0,1,Zagłębie Lubin,Widzew Łódź
2012/2013,0,2,Jagiellonia Białystok,Piast Gliwice
2012/2013,2,1,Korona Kielce,Podbeskidzie Bielsko-Biała
2012/2013,1,1,Lech Poznań,Pogoń Szczecin
2012/2013,1,1,Legia Warszawa,P. Warszawa
2012/2013,2,1,Ruch Chorzów,Zagłębie Lubin
2012/2013,2,1,Śląsk Wrocław,GKS Bełchatów
2012/2013,1,1,Widzew Łódź,Polonia Bytom
2012/2013,1,0,Wisła Kraków,Lechia Gdańsk
2012/2013,1,1,GKS Bełchatów,Korona Kielce
2012/2013,4,1,Polonia Bytom,Śląsk Wrocław
2012/2013,2,0,Lechia Gdańsk,Lech Poznań
2012/2013,2,0,Piast Gliwice,Wisła Kraków
2012/2013,1,2,Podbeskidzie Bielsko-Biała,Ruch Chorzów
2012/2013,1,1,Pogoń Szczecin,Jagiellonia Białystok
2012/2013,3,1,P. Warszawa,Widzew Łódź
2012/2013,2,2,Zagłębie Lubin,Legia Warszawa
2012/2013,0,2,Jagiellonia Białystok,Lechia Gdańsk
2012/2013,1,0,Korona Kielce,Zagłębie Lubin
2012/2013,4,0,Lech Poznań,Piast Gliwice
2012/2013,2,1,Legia Warszawa,Wisła Kraków
2012/2013,1,3,Podbeskidzie Bielsko-Biała,Polonia Bytom
2012/2013,2,1,Ruch Chorzów,GKS Bełchatów
2012/2013,2,1,Śląsk Wrocław,P. Warszawa
2012/2013,1,3,Widzew Łódź,Pogoń Szczecin
2012/2013,2,1,GKS Bełchatów,Podbeskidzie Bielsko-Biała
2012/2013,2,0,Polonia Bytom,Korona Kielce
2012/2013,2,3,Lechia Gdańsk,Śląsk Wrocław
2012/2013,1,2,Piast Gliwice,Widzew Łódź
2012/2013,0,3,Pogoń Szczecin,Legia Warszawa
2012/2013,2,1,P. Warszawa,Ruch Chorzów
2012/2013,0,0,Wisła Kraków,Jagiellonia Białystok
2012/2013,0,1,Zagłębie Lubin,Lech Poznań
2012/2013,0,5,GKS Bełchatów,P. Warszawa
2012/2013,2,1,Korona Kielce,Pogoń Szczecin
2012/2013,0,2,Lech Poznań,Jagiellonia Białystok
2012/2013,3,2,Legia Warszawa,Piast Gliwice
2012/2013,2,3,Podbeskidzie Bielsko-Biała,Lechia Gdańsk
2012/2013,0,0,Ruch Chorzów,Polonia Bytom
2012/2013,0,2,Śląsk Wrocław,Zagłębie Lubin
2012/2013,1,2,Widzew Łódź,Wisła Kraków
2013/2014,1,1,Ruch Chorzów,Lech Poznań
2013/2014,2,3,Cracovia,Piast Gliwice
2013/2014,2,2,Lechia Gdańsk,Podbeskidzie Bielsko-Biała
2013/2014,5,1,Legia Warszawa,Widzew Łódź
2013/2014,0,0,Wisła Kraków,Polonia Bytom
2013/2014,0,0,Korona Kielce,Śląsk Wrocław
2013/2014,0,1,Zawisza Bydgoszcz,Jagiellonia Białystok
2013/2014,0,2,Zagłębie Lubin,Pogoń Szczecin
2013/2014,1,1,Ruch Chorzów,Wisła Kraków
2013/2014,0,1,Cracovia,Pogoń Szczecin
2013/2014,2,2,Lechia Gdańsk,Korona Kielce
2013/2014,2,1,Legia Warszawa,Śląsk Wrocław
2013/2014,1,1,Zagłębie Lubin,Jagiellonia Białystok
2013/2014,3,2,Polonia Bytom,Zawisza Bydgoszcz
2013/2014,0,1,Podbeskidzie Bielsko-Biała,Piast Gliwice
2013/2014,1,0,Lech Poznań,Widzew Łódź
2013/2014,0,1,Zawisza Bydgoszcz,Korona Kielce
2013/2014,2,0,Śląsk Wrocław,Zagłębie Lubin
2013/2014,1,0,Wisła Kraków,Legia Warszawa
2013/2014,1,2,Jagiellonia Białystok,Cracovia
2013/2014,1,4,Pogoń Szczecin,Polonia Bytom
2013/2014,4,1,Widzew Łódź,Lechia Gdańsk
2013/2014,0,2,Piast Gliwice,Ruch Chorzów
2013/2014,0,0,Podbeskidzie Bielsko-Biała,Lech Poznań
2013/2014,1,1,Ruch Chorzów,Pogoń Szczecin
2013/2014,4,2,Cracovia,Podbeskidzie Bielsko-Biała
2013/2014,1,4,Lechia Gdańsk,Lech Poznań
2013/2014,4,1,Legia Warszawa,Piast Gliwice
2013/2014,3,1,Zagłębie Lubin,Widzew Łódź
2013/2014,3,2,Polonia Bytom,Śląsk Wrocław
2013/2014,4,1,Korona Kielce,Jagiellonia Białystok
2013/2014,3,1,Zawisza Bydgoszcz,Wisła Kraków
2013/2014,1,2,Śląsk Wrocław,Zawisza Bydgoszcz
2013/2014,1,0,Wisła Kraków,Zagłębie Lubin
2013/2014,0,1,Jagiellonia Białystok,Polonia Bytom
2013/2014,3,2,Pogoń Szczecin,Korona Kielce
2013/2014,1,3,Widzew Łódź,Cracovia
2013/2014,0,0,Piast Gliwice,Lechia Gdańsk
2013/2014,0,0,Podbeskidzie Bielsko-Biała,Ruch Chorzów
2013/2014,1,1,Lech Poznań,Legia Warszawa
2013/2014,1,3,Zagłębie Lubin,Lechia Gdańsk
2013/2014,0,1,Polonia Bytom,Cracovia
2013/2014,1,4,Korona Kielce,Ruch Chorzów
2013/2014,3,1,Zawisza Bydgoszcz,Legia Warszawa
2013/2014,4,0,Śląsk Wrocław,Podbeskidzie Bielsko-Biała
2013/2014,3,0,Wisła Kraków,Widzew Łódź
2013/2014,2,0,Jagiellonia Białystok,Lech Poznań
2013/2014,4,0,Pogoń Szczecin,Piast Gliwice
2013/2014,1,0,Ruch Chorzów,Zawisza Bydgoszcz
2013/2014,1,2,Cracovia,Korona Kielce
2013/2014,1,2,Lechia Gdańsk,Śląsk Wrocław
2013/2014,2,0,Legia Warszawa,Zagłębie Lubin
2013/2014,2,1,Widzew Łódź,Pogoń Szczecin
2013/2014,2,1,Piast Gliwice,Jagiellonia Białystok
2013/2014,0,0,Podbeskidzie Bielsko-Biała,Wisła Kraków
2013/2014,3,1,Lech Poznań,Polonia Bytom
2013/2014,4,2,Lech Poznań,Ruch Chorzów
2013/2014,1,1,Piast Gliwice,Cracovia
2013/2014,3,1,Podbeskidzie Bielsko-Biała,Lechia Gdańsk
2013/2014,0,1,Widzew Łódź,Legia Warszawa
2013/2014,3,2,Polonia Bytom,Wisła Kraków
2013/2014,1,1,Śląsk Wrocław,Korona Kielce
2013/2014,1,1,Jagiellonia Białystok,Zawisza Bydgoszcz
2013/2014,1,1,Pogoń Szczecin,Zagłębie Lubin
2013/2014,3,1,Jagiellonia Białystok,Śląsk Wrocław
2013/2014,0,0,Lechia Gdańsk,Ruch Chorzów
2013/2014,3,1,Legia Warszawa,Pogoń Szczecin
2013/2014,1,0,Wisła Kraków,Korona Kielce
2013/2014,0,2,Zagłębie Lubin,Piast Gliwice
2013/2014,2,0,Zawisza Bydgoszcz,Widzew Łódź
2013/2014,2,0,Polonia Bytom,Podbeskidzie Bielsko-Biała
2013/2014,1,6,Cracovia,Lech Poznań
2013/2014,0,1,Jagiellonia Białystok,Lechia Gdańsk
2013/2014,2,1,Korona Kielce,Widzew Łódź
2013/2014,1,1,Lech Poznań,Zagłębie Lubin
2013/2014,2,0,Piast Gliwice,Polonia Bytom
2013/2014,1,0,Podbeskidzie Bielsko-Biała,Legia Warszawa
2013/2014,1,1,Pogoń Szczecin,Zawisza Bydgoszcz
2013/2014,3,2,Ruch Chorzów,Cracovia
2013/2014,3,0,Wisła Kraków,Śląsk Wrocław
2013/2014,2,1,Cracovia,Lechia Gdańsk
2013/2014,3,2,Polonia Bytom,Widzew Łódź
2013/2014,2,0,Legia Warszawa,Ruch Chorzów
2013/2014,5,2,Jagiellonia Białystok,Wisła Kraków
2013/2014,1,1,Śląsk Wrocław,Pogoń Szczecin
2013/2014,6,0,Zawisza Bydgoszcz,Piast Gliwice
2013/2014,3,2,Zagłębie Lubin,Podbeskidzie Bielsko-Biała
2013/2014,1,0,Korona Kielce,Lech Poznań
2013/2014,2,3,Korona Kielce,Wisła Kraków
2013/2014,1,1,Lech Poznań,Cracovia
2013/2014,2,1,Piast Gliwice,Zagłębie Lubin
2013/2014,1,2,Podbeskidzie Bielsko-Biała,Polonia Bytom
2013/2014,0,3,Pogoń Szczecin,Legia Warszawa
2013/2014,1,1,Ruch Chorzów,Lechia Gdańsk
2013/2014,2,3,Śląsk Wrocław,Jagiellonia Białystok
2013/2014,2,1,Widzew Łódź,Zawisza Bydgoszcz
2013/2014,2,0,Lechia Gdańsk,Legia Warszawa
2013/2014,2,0,Cracovia,Zagłębie Lubin
2013/2014,2,1,Ruch Chorzów,Polonia Bytom
2013/2014,1,1,Piast Gliwice,Korona Kielce
2013/2014,0,0,Podbeskidzie Bielsko-Biała,Zawisza Bydgoszcz
2013/2014,0,0,Widzew Łódź,Śląsk Wrocław
2013/2014,2,0,Lech Poznań,Wisła Kraków
2013/2014,1,1,Pogoń Szczecin,Jagiellonia Białystok
2013/2014,1,2,Zagłębie Lubin,Ruch Chorzów
2013/2014,4,1,Legia Warszawa,Cracovia
2013/2014,0,0,Polonia Bytom,Lechia Gdańsk
2013/2014,2,1,Wisła Kraków,Pogoń Szczecin
2013/2014,1,0,Jagiellonia Białystok,Widzew Łódź
2013/2014,0,0,Śląsk Wrocław,Piast Gliwice
2013/2014,2,1,Korona Kielce,Podbeskidzie Bielsko-Biała
2013/2014,2,2,Zawisza Bydgoszcz,Lech Poznań
2013/2014,3,0,Zagłębie Lubin,Polonia Bytom
2013/2014,1,0,Legia Warszawa,Korona Kielce
2013/2014,0,2,Cracovia,Zawisza Bydgoszcz
2013/2014,2,1,Lech Poznań,Śląsk Wrocław
2013/2014,0,1,Piast Gliwice,Wisła Kraków
2013/2014,1,0,Ruch Chorzów,Jagiellonia Białystok
2013/2014,2,3,Lechia Gdańsk,Pogoń Szczecin
2013/2014,1,0,Podbeskidzie Bielsko-Biała,Widzew Łódź
2013/2014,2,3,Śląsk Wrocław,Ruch Chorzów
2013/2014,3,1,Wisła Kraków,Cracovia
2013/2014,0,3,Zawisza Bydgoszcz,Lechia Gdańsk
2013/2014,0,3,Polonia Bytom,Legia Warszawa
2013/2014,1,1,Korona Kielce,Zagłębie Lubin
2013/2014,1,1,Widzew Łódź,Piast Gliwice
2013/2014,2,2,Jagiellonia Białystok,Podbeskidzie Bielsko-Biała
2013/2014,5,1,Pogoń Szczecin,Lech Poznań
2013/2014,0,0,Polonia Bytom,Korona Kielce
2013/2014,3,1,Zagłębie Lubin,Zawisza Bydgoszcz
2013/2014,0,1,Cracovia,Śląsk Wrocław
2013/2014,0,0,Lechia Gdańsk,Wisła Kraków
2013/2014,0,3,Legia Warszawa,Jagiellonia Białystok
2013/2014,0,0,Podbeskidzie Bielsko-Biała,Pogoń Szczecin
2013/2014,2,1,Ruch Chorzów,Widzew Łódź
2013/2014,4,0,Lech Poznań,Piast Gliwice
2013/2014,0,1,Wisła Kraków,Ruch Chorzów
2013/2014,0,0,Pogoń Szczecin,Cracovia
2013/2014,1,0,Korona Kielce,Lechia Gdańsk
2013/2014,1,1,Śląsk Wrocław,Legia Warszawa
2013/2014,1,0,Jagiellonia Białystok,Zagłębie Lubin
2013/2014,3,1,Zawisza Bydgoszcz,Polonia Bytom
2013/2014,0,0,Piast Gliwice,Podbeskidzie Bielsko-Biała
2013/2014,2,2,Widzew Łódź,Lech Poznań
2013/2014,1,1,Korona Kielce,Zawisza Bydgoszcz
2013/2014,2,2,Zagłębie Lubin,Śląsk Wrocław
2013/2014,2,2,Legia Warszawa,Wisła Kraków
2013/2014,1,0,Cracovia,Jagiellonia Białystok
2013/2014,1,1,Polonia Bytom,Pogoń Szczecin
2013/2014,2,0,Lechia Gdańsk,Widzew Łódź
2013/2014,0,2,Ruch Chorzów,Piast Gliwice
2013/2014,2,1,Lech Poznań,Podbeskidzie Bielsko-Biała
2013/2014,3,1,Pogoń Szczecin,Ruch Chorzów
2013/2014,1,1,Podbeskidzie Bielsko-Biała,Cracovia
2013/2014,2,1,Lech Poznań,Lechia Gdańsk
2013/2014,1,2,Piast Gliwice,Legia Warszawa
2013/2014,0,0,Widzew Łódź,Zagłębie Lubin
2013/2014,1,1,Śląsk Wrocław,Polonia Bytom
2013/2014,1,1,Jagiellonia Białystok,Korona Kielce
2013/2014,0,1,Wisła Kraków,Zawisza Bydgoszcz
2013/2014,1,0,Zawisza Bydgoszcz,Śląsk Wrocław
2013/2014,3,1,Zagłębie Lubin,Wisła Kraków
2013/2014,3,3,Polonia Bytom,Jagiellonia Białystok
2013/2014,2,2,Korona Kielce,Pogoń Szczecin
2013/2014,1,1,Cracovia,Widzew Łódź
2013/2014,3,1,Lechia Gdańsk,Piast Gliwice
2013/2014,0,1,Ruch Chorzów,Podbeskidzie Bielsko-Biała
2013/2014,1,0,Legia Warszawa,Lech Poznań
2013/2014,2,1,Lechia Gdańsk,Zagłębie Lubin
2013/2014,2,0,Cracovia,Polonia Bytom
2013/2014,2,0,Ruch Chorzów,Korona Kielce
2013/2014,3,0,Legia Warszawa,Zawisza Bydgoszcz
2013/2014,3,3,Podbeskidzie Bielsko-Biała,Śląsk Wrocław
2013/2014,2,1,Widzew Łódź,Wisła Kraków
2013/2014,6,1,Lech Poznań,Jagiellonia Białystok
2013/2014,2,2,Piast Gliwice,Pogoń Szczecin
2013/2014,2,1,Cracovia,Ruch Chorzów
2013/2014,2,1,Polonia Bytom,Piast Gliwice
2013/2014,2,0,Lechia Gdańsk,Jagiellonia Białystok
2013/2014,4,0,Legia Warszawa,Podbeskidzie Bielsko-Biała
2013/2014,0,0,Śląsk Wrocław,Wisła Kraków
2013/2014,2,1,Widzew Łódź,Korona Kielce
2013/2014,0,0,Zagłębie Lubin,Lech Poznań
2013/2014,1,1,Zawisza Bydgoszcz,Pogoń Szczecin
2013/2014,0,3,Zawisza Bydgoszcz,Ruch Chorzów
2013/2014,1,0,Korona Kielce,Cracovia
2013/2014,1,0,Śląsk Wrocław,Lechia Gdańsk
2013/2014,1,3,Zagłębie Lubin,Legia Warszawa
2013/2014,1,0,Pogoń Szczecin,Widzew Łódź
2013/2014,1,1,Jagiellonia Białystok,Piast Gliwice
2013/2014,0,1,Wisła Kraków,Podbeskidzie Bielsko-Biała
2013/2014,0,3,Polonia Bytom,Lech Poznań
2013/2014,2,1,Ruch Chorzów,Legia Warszawa
2013/2014,3,1,Lechia Gdańsk,Cracovia
2013/2014,1,1,Wisła Kraków,Jagiellonia Białystok
2013/2014,2,2,Pogoń Szczecin,Śląsk Wrocław
2013/2014,0,3,Widzew Łódź,Polonia Bytom
2013/2014,1,1,Piast Gliwice,Zawisza Bydgoszcz
2013/2014,0,0,Podbeskidzie Bielsko-Biała,Zagłębie Lubin
2013/2014,2,0,Lech Poznań,Korona Kielce
2013/2014,0,1,Legia Warszawa,Lechia Gdańsk
2013/2014,0,1,Zagłębie Lubin,Cracovia
2013/2014,2,2,Polonia Bytom,Ruch Chorzów
2013/2014,2,0,Korona Kielce,Piast Gliwice
2013/2014,2,2,Zawisza Bydgoszcz,Podbeskidzie Bielsko-Biała
2013/2014,3,1,Śląsk Wrocław,Widzew Łódź
2013/2014,2,0,Wisła Kraków,Lech Poznań
2013/2014,2,3,Jagiellonia Białystok,Pogoń Szczecin
2013/2014,0,2,Ruch Chorzów,Zagłębie Lubin
2013/2014,0,1,Cracovia,Legia Warszawa
2013/2014,1,1,Lechia Gdańsk,Polonia Bytom
2013/2014,0,0,Pogoń Szczecin,Wisła Kraków
2013/2014,1,1,Widzew Łódź,Jagiellonia Białystok
2013/2014,1,1,Piast Gliwice,Śląsk Wrocław
2013/2014,1,0,Podbeskidzie Bielsko-Biała,Korona Kielce
2013/2014,3,2,Lech Poznań,Zawisza Bydgoszcz
2013/2014,2,1,Polonia Bytom,Zagłębie Lubin
2013/2014,3,5,Korona Kielce,Legia Warszawa
2013/2014,2,0,Zawisza Bydgoszcz,Cracovia
2013/2014,2,0,Śląsk Wrocław,Lech Poznań
2013/2014,3,0,Wisła Kraków,Piast Gliwice
2013/2014,6,0,Jagiellonia Białystok,Ruch Chorzów
2013/2014,1,1,Pogoń Szczecin,Lechia Gdańsk
2013/2014,1,1,Widzew Łódź,Podbeskidzie Bielsko-Biała
2013/2014,1,1,Ruch Chorzów,Śląsk Wrocław
2013/2014,1,1,Cracovia,Wisła Kraków
2013/2014,1,1,Lechia Gdańsk,Zawisza Bydgoszcz
2013/2014,2,1,Legia Warszawa,Polonia Bytom
2013/2014,2,0,Zagłębie Lubin,Korona Kielce
2013/2014,3,0,Piast Gliwice,Widzew Łódź
2013/2014,0,1,Podbeskidzie Bielsko-Biała,Jagiellonia Białystok
2013/2014,1,2,Lech Poznań,Pogoń Szczecin
2013/2014,2,2,Korona Kielce,Polonia Bytom
2013/2014,2,0,Zawisza Bydgoszcz,Zagłębie Lubin
2013/2014,0,3,Śląsk Wrocław,Cracovia
2013/2014,3,0,Wisła Kraków,Lechia Gdańsk
2013/2014,2,3,Jagiellonia Białystok,Legia Warszawa
2013/2014,2,1,Pogoń Szczecin,Podbeskidzie Bielsko-Biała
2013/2014,0,1,Widzew Łódź,Ruch Chorzów
2013/2014,0,2,Piast Gliwice,Lech Poznań
2014/2015,4,0,Lech Poznań,Piast Gliwice
2014/2015,0,1,Legia Warszawa,GKS Bełchatów
2014/2015,2,0,Polonia Bytom,Cracovia
2014/2015,2,2,Jagiellonia Białystok,Lechia Gdańsk
2014/2015,2,0,Zawisza Bydgoszcz,Korona Kielce
2014/2015,2,0,Śląsk Wrocław,Ruch Chorzów
2014/2015,2,3,Podbeskidzie Bielsko-Biała,Pogoń Szczecin
2014/2015,1,1,Górnik Łęczna,Wisła Kraków
2014/2015,1,0,GKS Bełchatów,Pogoń Szczecin
2014/2015,1,1,Zawisza Bydgoszcz,Ruch Chorzów
2014/2015,1,0,Cracovia,Wisła Kraków
2014/2015,2,2,Legia Warszawa,Lech Poznań
2014/2015,2,2,Polonia Bytom,Lechia Gdańsk
2014/2015,4,2,Jagiellonia Białystok,Podbeskidzie Bielsko-Biała
2014/2015,1,0,Korona Kielce,Piast Gliwice
2014/2015,2,1,Śląsk Wrocław,Górnik Łęczna
2014/2015,3,1,Piast Gliwice,Legia Warszawa
2014/2015,0,2,Wisła Kraków,Jagiellonia Białystok
2014/2015,5,0,Lech Poznań,GKS Bełchatów
2014/2015,1,0,Lechia Gdańsk,Cracovia
2014/2015,1,2,Ruch Chorzów,Polonia Bytom
2014/2015,3,0,Pogoń Szczecin,Zawisza Bydgoszcz
2014/2015,2,2,Podbeskidzie Bielsko-Biała,Śląsk Wrocław
2014/2015,1,0,Górnik Łęczna,Korona Kielce
2014/2015,2,1,Zawisza Bydgoszcz,GKS Bełchatów
2014/2015,1,0,Cracovia,Ruch Chorzów
2014/2015,1,0,Legia Warszawa,Lechia Gdańsk
2014/2015,0,5,Polonia Bytom,Wisła Kraków
2014/2015,5,0,Jagiellonia Białystok,Pogoń Szczecin
2014/2015,2,2,Korona Kielce,Lech Poznań
2014/2015,3,0,Śląsk Wrocław,Piast Gliwice
2014/2015,1,0,Podbeskidzie Bielsko-Biała,Górnik Łęczna
2014/2015,0,2,Piast Gliwice,Jagiellonia Białystok
2014/2015,3,2,Wisła Kraków,Podbeskidzie Bielsko-Biała
2014/2015,1,0,Lech Poznań,Górnik Łęczna
2014/2015,1,4,Lechia Gdańsk,Śląsk Wrocław
2014/2015,0,1,Ruch Chorzów,Korona Kielce
2014/2015,2,1,Pogoń Szczecin,Cracovia
2014/2015,1,0,GKS Bełchatów,Polonia Bytom
2014/2015,1,2,Zawisza Bydgoszcz,Legia Warszawa
2014/2015,1,0,Cracovia,Zawisza Bydgoszcz
2014/2015,2,1,Legia Warszawa,Ruch Chorzów
2014/2015,1,1,Polonia Bytom,Pogoń Szczecin
2014/2015,0,1,Jagiellonia Białystok,GKS Bełchatów
2014/2015,3,2,Korona Kielce,Wisła Kraków
2014/2015,1,1,Śląsk Wrocław,Lech Poznań
2014/2015,2,4,Podbeskidzie Bielsko-Biała,Piast Gliwice
2014/2015,1,1,Górnik Łęczna,Lechia Gdańsk
2014/2015,0,0,Piast Gliwice,Górnik Łęczna
2014/2015,1,1,Wisła Kraków,Śląsk Wrocław
2014/2015,1,1,Lech Poznań,Podbeskidzie Bielsko-Biała
2014/2015,1,2,Lechia Gdańsk,Korona Kielce
2014/2015,2,1,Pogoń Szczecin,Legia Warszawa
2014/2015,1,1,GKS Bełchatów,Cracovia
2014/2015,1,2,Zawisza Bydgoszcz,Polonia Bytom
2014/2015,5,2,Ruch Chorzów,Jagiellonia Białystok
2014/2015,3,2,Piast Gliwice,Lech Poznań
2014/2015,0,3,GKS Bełchatów,Legia Warszawa
2014/2015,1,2,Cracovia,Polonia Bytom
2014/2015,1,1,Lechia Gdańsk,Jagiellonia Białystok
2014/2015,2,2,Korona Kielce,Zawisza Bydgoszcz
2014/2015,1,0,Ruch Chorzów,Śląsk Wrocław
2014/2015,1,2,Pogoń Szczecin,Podbeskidzie Bielsko-Biała
2014/2015,2,0,Wisła Kraków,Górnik Łęczna
2014/2015,0,0,Piast Gliwice,Wisła Kraków
2014/2015,3,0,Lech Poznań,Polonia Bytom
2014/2015,1,0,Podbeskidzie Bielsko-Biała,Lechia Gdańsk
2014/2015,3,0,Górnik Łęczna,Ruch Chorzów
2014/2015,1,1,Śląsk Wrocław,Pogoń Szczecin
2014/2015,2,0,Korona Kielce,GKS Bełchatów
2014/2015,0,0,Jagiellonia Białystok,Zawisza Bydgoszcz
2014/2015,2,0,Legia Warszawa,Cracovia
2014/2015,3,1,Lechia Gdańsk,Piast Gliwice
2014/2015,1,2,Wisła Kraków,Lech Poznań
2014/2015,0,4,Polonia Bytom,Legia Warszawa
2014/2015,1,1,Cracovia,Jagiellonia Białystok
2014/2015,2,0,Pogoń Szczecin,Korona Kielce
2014/2015,0,1,Zawisza Bydgoszcz,Śląsk Wrocław
2014/2015,2,0,Ruch Chorzów,Podbeskidzie Bielsko-Biała
2014/2015,1,1,GKS Bełchatów,Górnik Łęczna
2014/2015,1,0,Lech Poznań,Lechia Gdańsk
2014/2015,1,0,Piast Gliwice,Pogoń Szczecin
2014/2015,2,1,Śląsk Wrocław,GKS Bełchatów
2014/2015,2,1,Podbeskidzie Bielsko-Biała,Zawisza Bydgoszcz
2014/2015,1,2,Korona Kielce,Cracovia
2014/2015,3,1,Górnik Łęczna,Legia Warszawa
2014/2015,1,0,Jagiellonia Białystok,Polonia Bytom
2014/2015,1,2,Ruch Chorzów,Wisła Kraków
2014/2015,1,1,Wisła Kraków,Piast Gliwice
2014/2015,1,1,Polonia Bytom,Lech Poznań
2014/2015,1,0,Lechia Gdańsk,Podbeskidzie Bielsko-Biała
2014/2015,1,2,Ruch Chorzów,Górnik Łęczna
2014/2015,4,1,Pogoń Szczecin,Śląsk Wrocław
2014/2015,2,0,GKS Bełchatów,Korona Kielce
2014/2015,1,3,Zawisza Bydgoszcz,Jagiellonia Białystok
2014/2015,1,3,Cracovia,Legia Warszawa
2014/2015,2,0,Ruch Chorzów,Piast Gliwice
2014/2015,1,0,Lechia Gdańsk,Wisła Kraków
2014/2015,1,1,Pogoń Szczecin,Lech Poznań
2014/2015,1,3,Legia Warszawa,Jagiellonia Białystok
2014/2015,1,1,Polonia Bytom,Korona Kielce
2014/2015,1,1,Cracovia,Śląsk Wrocław
2014/2015,1,2,GKS Bełchatów,Podbeskidzie Bielsko-Biała
2014/2015,0,0,Zawisza Bydgoszcz,Górnik Łęczna
2014/2015,2,1,Lech Poznań,Ruch Chorzów
2014/2015,1,1,Wisła Kraków,Pogoń Szczecin
2014/2015,3,1,Piast Gliwice,GKS Bełchatów
2014/2015,0,0,Lechia Gdańsk,Zawisza Bydgoszcz
2014/2015,1,1,Podbeskidzie Bielsko-Biała,Cracovia
2014/2015,0,0,Korona Kielce,Legia Warszawa
2014/2015,0,1,Śląsk Wrocław,Jagiellonia Białystok
2014/2015,0,1,Górnik Łęczna,Polonia Bytom
2014/2015,2,0,Zawisza Bydgoszcz,Piast Gliwice
2014/2015,3,1,GKS Bełchatów,Wisła Kraków
2014/2015,0,0,Cracovia,Lech Poznań
2014/2015,1,1,Ruch Chorzów,Lechia Gdańsk
2014/2015,1,2,Jagiellonia Białystok,Korona Kielce
